ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-01594,The item I received was damaged during shipping.,The item I received was damaged during shipping. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,1427,13,Phone
TKT-01595,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? Please address this when you have time.,Product & Service,low,Low,1604,6,Email
TKT-01596,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. This is a critical issue affecting my business operations.,Product & Service,urgent,High,30,4,Web Form
TKT-01597,Two-factor authentication is not sending the OTP to my phone...,"Two-factor authentication is not sending the OTP to my phone. No rush, but please help when you get a chance.",Technical Support,low,Low,1623,13,Phone
TKT-01598,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. URGENT: Please respond immediately.,Product & Service,urgent,High,1705,4,Web Form
TKT-01599,I want to know more about the premium plan features.,I want to know more about the premium plan features. I need this resolved TODAY. This is unacceptable.,Product & Service,urgent,High,861,5,Web Form
TKT-01600,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1392,0,Phone
TKT-01601,I want to update my email address on the account.,I want to update my email address on the account. Kindly help me resolve this issue.,Account Management,normal,Medium,1029,3,Web Form
TKT-01602,I want to cancel my order before it ships.,I want to cancel my order before it ships. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1697,13,Phone
TKT-01603,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. URGENT: Please respond immediately.,Billing & Payments,urgent,High,765,5,Chat
TKT-01604,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? Looking forward to your assistance.,Product & Service,normal,Medium,1299,9,Email
TKT-01605,I need to dispute a charge that I don't recognize.,"I need to dispute a charge that I don't recognize. No rush, but please help when you get a chance.",Billing & Payments,low,Low,1331,0,Web Form
TKT-01606,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Please let me know how to proceed.,Billing & Payments,normal,Medium,1116,3,Web Form
TKT-01607,I am not satisfied with the product quality and want a retur...,"I am not satisfied with the product quality and want a return. Whenever possible, please assist with this.",Product & Service,low,Low,1745,13,Chat
TKT-01608,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Looking forward to your assistance.,Technical Support,normal,Medium,235,6,Web Form
TKT-01609,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. This is not urgent but I would like it resolved.,Billing & Payments,low,Low,846,12,Email
TKT-01610,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. This is a critical issue affecting my business operations.,Account Management,urgent,High,549,8,Phone
TKT-01611,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. URGENT: Please respond immediately.,Shipping & Delivery,urgent,High,67,0,Email
TKT-01612,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Please let me know how to proceed.,Technical Support,normal,Medium,1680,10,Phone
TKT-01613,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. Just wanted to bring this to your attention.,Technical Support,low,Low,1139,12,Chat
TKT-01614,How long is the warranty period for this product?,How long is the warranty period for this product? Please look into this at your earliest convenience.,Product & Service,normal,Medium,1642,13,Chat
TKT-01615,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1060,5,Web Form
TKT-01616,I cannot log in to my account. It says invalid credentials.,I cannot log in to my account. It says invalid credentials. I would appreciate a response soon.,Technical Support,normal,Medium,1033,3,Web Form
TKT-01617,I need to update my company name in the account settings.,I need to update my company name in the account settings. Kindly help me resolve this issue.,Account Management,normal,Medium,418,2,Email
TKT-01618,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,314,0,Email
TKT-01619,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? I need this resolved TODAY. This is unacceptable.,Product & Service,urgent,High,930,11,Chat
TKT-01620,The API integration is returning authentication errors.,"The API integration is returning authentication errors. Whenever possible, please assist with this.",Technical Support,low,Low,397,7,Web Form
TKT-01621,I want to enable or disable email notifications.,I want to enable or disable email notifications. This is extremely urgent and needs immediate attention!,Account Management,urgent,High,295,0,Email
TKT-01622,The discount code I applied was not reflected in my bill.,"The discount code I applied was not reflected in my bill. No rush, but please help when you get a chance.",Billing & Payments,low,Low,220,4,Phone
